Age,Department,JobRole,Attrition,Attrition_Binary,MonthlyIncome,SalaryBand,YearsAtCompany,TenureBand,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,BusinessTravel,MaritalStatus,Gender,JobLevel,NumCompaniesWorked,TotalWorkingYears,YearsInCurrentRole,StockOptionLevel
36,Sales,Sales Representative,No,0,2644,Low (<3K),3,3-5 yrs,Yes,4,3,2,4,Travel_Rarely,Single,Male,1,3,7,2,0
48,Sales,Sales Executive,No,0,6439,High (6-10K),8,6-10 yrs,No,3,3,3,3,Travel_Rarely,Divorced,Female,2,8,18,7,1
29,Research & Development,Research Scientist,No,0,2451,Low (<3K),1,0-2 yrs,No,3,3,2,1,Travel_Rarely,Married,Male,1,6,5,0,2
33,Sales,Sales Executive,No,0,6392,High (6-10K),2,0-2 yrs,No,1,1,1,4,Travel_Rarely,Married,Male,2,2,8,2,1
30,Sales,Sales Executive,Yes,1,9714,High (6-10K),10,6-10 yrs,No,1,2,3,4,Travel_Rarely,Married,Male,2,1,10,8,1
38,Human Resources,Human Resources,No,0,6077,High (6-10K),6,6-10 yrs,No,3,3,3,3,Travel_Frequently,Married,Male,2,3,10,3,0
35,Research & Development,Laboratory Technician,No,0,2450,Low (<3K),3,3-5 yrs,No,1,4,3,2,Travel_Rarely,Single,Male,1,1,3,0,0
30,Sales,Sales Executive,No,0,9250,High (6-10K),4,3-5 yrs,No,2,3,3,2,Travel_Rarely,Married,Male,3,3,9,2,1
35,Research & Development,Laboratory Technician,Yes,1,2074,Low (<3K),1,0-2 yrs,Yes,1,1,3,4,Travel_Rarely,Divorced,Female,1,1,1,0,1
53,Research & Development,Manufacturing Director,Yes,1,10169,Very High (10K+),33,10+ yrs,No,4,3,3,2,Travel_Rarely,Married,Female,3,0,34,7,1
38,Research & Development,Manufacturing Director,Yes,1,4855,Mid (3-6K),5,3-5 yrs,No,2,3,3,1,Travel_Rarely,Married,Male,2,4,7,2,2
32,Research & Development,Research Scientist,No,0,4087,Mid (3-6K),6,6-10 yrs,No,1,4,2,2,Non-Travel,Married,Male,2,4,9,5,1
48,Research & Development,Research Scientist,No,0,2367,Low (<3K),8,6-10 yrs,No,1,3,2,4,Travel_Rarely,Married,Female,1,8,10,2,1
34,Research & Development,Research Scientist,No,0,2972,Low (<3K),1,0-2 yrs,No,4,1,1,3,Travel_Rarely,Single,Male,1,1,1,0,0
55,Sales,Manager,No,0,19586,Very High (10K+),36,10+ yrs,No,4,3,3,3,Travel_Rarely,Married,Male,5,1,36,6,1
34,Research & Development,Research Scientist,No,0,5484,Mid (3-6K),2,0-2 yrs,No,4,2,2,2,Travel_Rarely,Married,Male,2,9,9,2,1
26,Research & Development,Research Scientist,No,0,2061,Low (<3K),1,0-2 yrs,No,4,1,3,1,Travel_Rarely,Married,Female,1,1,1,0,0
38,Sales,Sales Executive,No,0,9924,High (6-10K),9,6-10 yrs,No,2,3,3,4,Travel_Rarely,Married,Male,2,0,10,8,1
38,Sales,Sales Executive,No,0,4198,Mid (3-6K),3,3-5 yrs,No,2,2,4,2,Travel_Rarely,Single,Female,2,2,8,2,0
36,Sales,Sales Executive,No,0,6815,High (6-10K),1,0-2 yrs,No,3,2,3,1,Travel_Rarely,Single,Female,2,6,15,0,0
29,Research & Development,Laboratory Technician,No,0,4723,Mid (3-6K),10,6-10 yrs,Yes,1,2,3,4,Travel_Rarely,Single,Male,1,1,10,9,0
35,Research & Development,Healthcare Representative,No,0,6142,High (6-10K),5,3-5 yrs,Yes,3,1,3,3,Travel_Rarely,Single,Female,2,3,10,2,0
39,Sales,Sales Executive,No,0,8237,High (6-10K),7,6-10 yrs,No,3,4,3,1,Travel_Rarely,Married,Male,3,2,11,6,1
29,Research & Development,Healthcare Representative,No,0,8853,High (6-10K),6,6-10 yrs,No,4,1,4,4,Travel_Frequently,Divorced,Male,2,1,6,4,1
50,Sales,Manager,No,0,19331,Very High (10K+),1,0-2 yrs,Yes,3,3,3,3,Travel_Rarely,Married,Male,5,4,27,0,1
23,Research & Development,Research Scientist,No,0,2073,Low (<3K),2,0-2 yrs,No,3,4,3,4,Travel_Rarely,Married,Male,1,2,4,2,1
36,Research & Development,Laboratory Technician,No,0,5562,Mid (3-6K),3,3-5 yrs,Yes,1,1,3,4,Travel_Frequently,Married,Male,2,3,9,2,1
42,Research & Development,Manager,No,0,19613,Very High (10K+),1,0-2 yrs,No,4,4,3,4,Travel_Rarely,Single,Male,5,8,24,0,0
35,Research & Development,Laboratory Technician,No,0,3407,Mid (3-6K),10,6-10 yrs,No,3,2,2,4,Travel_Rarely,Married,Male,2,1,10,9,2
34,Research & Development,Healthcare Representative,No,0,5063,Mid (3-6K),8,6-10 yrs,No,3,4,2,2,Travel_Frequently,Married,Male,2,1,8,2,1
40,Sales,Sales Executive,No,0,4639,Mid (3-6K),5,3-5 yrs,No,1,4,3,3,Travel_Rarely,Married,Female,2,1,5,4,1
43,Research & Development,Laboratory Technician,No,0,4876,Mid (3-6K),6,6-10 yrs,No,2,4,3,3,Travel_Rarely,Divorced,Male,1,5,8,4,1
35,Research & Development,Laboratory Technician,No,0,2690,Low (<3K),1,0-2 yrs,No,4,3,2,4,Travel_Rarely,Married,Male,1,1,1,0,1
46,Sales,Manager,No,0,17567,Very High (10K+),26,10+ yrs,No,1,4,1,2,Travel_Rarely,Single,Male,4,1,27,0,0
28,Research & Development,Laboratory Technician,Yes,1,2408,Low (<3K),1,0-2 yrs,Yes,2,3,3,3,Travel_Rarely,Married,Male,1,1,1,1,3
22,Research & Development,Research Scientist,No,0,2814,Low (<3K),4,3-5 yrs,Yes,3,2,2,2,Non-Travel,Married,Female,1,1,4,2,0
50,Research & Development,Healthcare Representative,No,0,11245,Very High (10K+),30,10+ yrs,Yes,3,2,3,3,Travel_Frequently,Married,Male,4,2,32,8,1
32,Research & Development,Research Scientist,No,0,3312,Mid (3-6K),3,3-5 yrs,No,4,2,3,4,Travel_Rarely,Married,Female,1,3,6,2,2
44,Research & Development,Research Director,No,0,19049,Very High (10K+),22,10+ yrs,Yes,4,2,2,4,Travel_Rarely,Divorced,Female,5,0,23,7,1
30,Research & Development,Research Scientist,No,0,2141,Low (<3K),6,6-10 yrs,No,2,2,2,2,Travel_Rarely,Married,Male,1,1,6,4,1
45,Research & Development,Laboratory Technician,No,0,5769,Mid (3-6K),10,6-10 yrs,Yes,1,3,3,1,Travel_Rarely,Single,Female,2,1,10,7,0
45,Sales,Sales Executive,No,0,4385,Mid (3-6K),10,6-10 yrs,No,1,1,3,1,Non-Travel,Married,Male,2,1,10,7,1
31,Sales,Sales Executive,No,0,5332,Mid (3-6K),5,3-5 yrs,No,1,4,3,4,Travel_Frequently,Single,Male,2,7,10,2,0
36,Research & Development,Manufacturing Director,No,0,4663,Mid (3-6K),3,3-5 yrs,Yes,3,3,3,2,Travel_Rarely,Married,Female,2,9,7,2,2
34,Research & Development,Manufacturing Director,No,0,4724,Mid (3-6K),9,6-10 yrs,No,4,3,3,1,Travel_Frequently,Divorced,Male,2,1,9,7,1
49,Research & Development,Laboratory Technician,No,0,3211,Mid (3-6K),9,6-10 yrs,No,1,3,2,4,Travel_Rarely,Married,Female,1,1,10,6,1
39,Research & Development,Manufacturing Director,No,0,5377,Mid (3-6K),7,6-10 yrs,No,1,2,3,4,Travel_Rarely,Married,Male,2,2,10,7,3
27,Research & Development,Laboratory Technician,No,0,4066,Mid (3-6K),7,6-10 yrs,No,1,4,3,1,Travel_Rarely,Divorced,Male,1,1,7,7,2
35,Research & Development,Research Scientist,No,0,5208,Mid (3-6K),16,10+ yrs,No,1,2,3,4,Travel_Rarely,Married,Male,2,1,16,15,0
28,Research & Development,Manufacturing Director,No,0,4877,Mid (3-6K),5,3-5 yrs,No,1,2,2,2,Travel_Rarely,Divorced,Female,2,0,6,3,1
21,Research & Development,Research Scientist,No,0,3117,Mid (3-6K),2,0-2 yrs,No,4,3,3,3,Travel_Rarely,Single,Male,1,1,3,2,0
18,Sales,Sales Representative,Yes,1,1569,Low (<3K),0,0-2 yrs,Yes,4,2,4,3,Travel_Frequently,Single,Female,1,1,0,0,0
47,Human Resources,Manager,No,0,19658,Very High (10K+),5,3-5 yrs,No,3,4,3,3,Travel_Rarely,Married,Female,5,3,27,2,1
39,Research & Development,Laboratory Technician,No,0,3069,Mid (3-6K),10,6-10 yrs,No,3,3,3,4,Travel_Rarely,Divorced,Male,2,0,11,8,1
40,Research & Development,Manufacturing Director,No,0,10435,Very High (10K+),18,10+ yrs,No,3,1,3,4,Travel_Rarely,Married,Female,3,1,18,15,2
35,Research & Development,Healthcare Representative,No,0,4148,Mid (3-6K),14,10+ yrs,No,3,3,3,4,Non-Travel,Married,Female,2,1,15,11,1
37,Research & Development,Manufacturing Director,No,0,5768,Mid (3-6K),4,3-5 yrs,No,3,3,2,1,Travel_Rarely,Married,Male,2,3,9,3,3
39,Research & Development,Manufacturing Director,No,0,5042,Mid (3-6K),9,6-10 yrs,No,3,1,1,4,Travel_Frequently,Single,Female,2,0,10,2,0
45,Research & Development,Manufacturing Director,No,0,5770,Mid (3-6K),10,6-10 yrs,No,4,4,3,1,Travel_Rarely,Divorced,Female,2,1,10,7,2
38,Research & Development,Manufacturing Director,No,0,7756,High (6-10K),5,3-5 yrs,Yes,3,4,4,4,Travel_Rarely,Married,Female,3,3,10,4,1
35,Sales,Sales Executive,Yes,1,10306,Very High (10K+),13,10+ yrs,No,1,4,3,3,Travel_Rarely,Married,Male,3,9,15,12,0
37,Research & Development,Research Scientist,No,0,3936,Mid (3-6K),8,6-10 yrs,No,2,2,1,1,Travel_Rarely,Married,Female,1,1,8,4,1
40,Research & Development,Manufacturing Director,No,0,7945,High (6-10K),4,3-5 yrs,Yes,4,3,2,4,Travel_Rarely,Single,Female,3,6,18,2,0
44,Human Resources,Human Resources,No,0,5743,Mid (3-6K),10,6-10 yrs,Yes,4,1,3,3,Travel_Frequently,Married,Male,2,4,14,7,0
48,Research & Development,Manager,No,0,15202,Very High (10K+),2,0-2 yrs,No,4,3,3,2,Travel_Frequently,Married,Male,4,2,23,2,1
35,Sales,Sales Executive,Yes,1,5440,Mid (3-6K),2,0-2 yrs,Yes,4,1,2,4,Travel_Rarely,Divorced,Male,2,6,7,2,2
24,Research & Development,Research Scientist,No,0,3760,Mid (3-6K),6,6-10 yrs,Yes,4,1,3,3,Travel_Frequently,Single,Female,1,1,6,3,0
27,Research & Development,Research Scientist,No,0,3517,Mid (3-6K),3,3-5 yrs,No,3,2,3,1,Travel_Rarely,Married,Female,1,7,5,2,0
27,Research & Development,Research Scientist,No,0,2580,Low (<3K),4,3-5 yrs,No,4,4,2,3,Travel_Frequently,Single,Male,1,2,6,2,0
40,Research & Development,Laboratory Technician,Yes,1,2166,Low (<3K),4,3-5 yrs,Yes,1,1,1,2,Travel_Rarely,Single,Male,1,3,10,2,0
29,Sales,Sales Executive,No,0,5869,Mid (3-6K),5,3-5 yrs,No,3,3,3,3,Travel_Rarely,Single,Male,2,9,8,2,0
36,Research & Development,Healthcare Representative,No,0,8008,High (6-10K),3,3-5 yrs,No,1,2,3,3,Travel_Rarely,Married,Female,3,4,9,2,2
25,Research & Development,Manufacturing Director,No,0,5206,Mid (3-6K),7,6-10 yrs,No,3,4,3,3,Travel_Frequently,Divorced,Male,2,1,7,7,2
39,Research & Development,Manufacturing Director,No,0,5295,Mid (3-6K),5,3-5 yrs,No,2,4,3,3,Travel_Rarely,Married,Male,2,4,7,4,0
49,Research & Development,Research Director,No,0,16413,Very High (10K+),4,3-5 yrs,No,2,1,3,2,Travel_Rarely,Married,Female,4,3,27,2,2
50,Research & Development,Research Director,No,0,13269,Very High (10K+),14,10+ yrs,No,1,4,3,3,Travel_Rarely,Divorced,Female,3,5,19,11,3
20,Sales,Sales Representative,No,0,2783,Low (<3K),2,0-2 yrs,No,3,3,3,1,Travel_Rarely,Single,Female,1,1,2,2,0
34,Research & Development,Research Scientist,No,0,5433,Mid (3-6K),11,10+ yrs,No,2,4,3,3,Travel_Rarely,Divorced,Female,2,1,11,8,1
36,Research & Development,Laboratory Technician,No,0,2013,Low (<3K),4,3-5 yrs,No,2,1,3,3,Travel_Rarely,Single,Male,1,2,15,3,0
49,Research & Development,Healthcare Representative,No,0,13966,Very High (10K+),15,10+ yrs,Yes,3,3,3,2,Travel_Rarely,Married,Female,4,2,30,11,1
36,Research & Development,Manufacturing Director,No,0,4374,Mid (3-6K),3,3-5 yrs,No,3,4,3,3,Non-Travel,Married,Female,2,0,4,2,0
36,Research & Development,Healthcare Representative,No,0,6842,High (6-10K),5,3-5 yrs,No,1,4,3,1,Travel_Rarely,Divorced,Male,2,6,13,4,1
54,Research & Development,Manager,No,0,17426,Very High (10K+),10,6-10 yrs,No,3,2,3,3,Travel_Rarely,Married,Female,4,3,36,8,1
43,Research & Development,Research Director,No,0,17603,Very High (10K+),14,10+ yrs,No,3,3,3,1,Travel_Rarely,Married,Male,4,1,14,10,1
35,Sales,Sales Executive,Yes,1,4581,Mid (3-6K),11,10+ yrs,Yes,4,4,4,1,Travel_Frequently,Single,Male,2,3,13,9,0
38,Research & Development,Research Scientist,No,0,4735,Mid (3-6K),13,10+ yrs,No,4,4,4,4,Travel_Frequently,Married,Male,2,7,19,11,2
29,Sales,Sales Executive,No,0,4187,Mid (3-6K),10,6-10 yrs,Yes,2,1,2,2,Travel_Rarely,Divorced,Male,2,1,10,0,1
33,Sales,Sales Executive,No,0,5505,Mid (3-6K),6,6-10 yrs,No,4,4,3,3,Travel_Rarely,Divorced,Male,2,1,6,2,2
32,Research & Development,Research Scientist,No,0,5470,Mid (3-6K),9,6-10 yrs,No,2,4,2,3,Travel_Rarely,Divorced,Male,2,0,10,5,2
31,Sales,Sales Executive,No,0,5476,Mid (3-6K),10,6-10 yrs,No,4,1,3,1,Travel_Rarely,Married,Female,2,1,10,0,2
49,Research & Development,Laboratory Technician,No,0,2587,Low (<3K),2,0-2 yrs,Yes,1,4,2,2,Travel_Rarely,Divorced,Female,1,4,17,2,1
38,Research & Development,Laboratory Technician,No,0,2440,Low (<3K),4,3-5 yrs,No,2,4,3,2,Travel_Frequently,Single,Female,1,1,4,3,0
47,Sales,Manager,No,0,15972,Very High (10K+),3,3-5 yrs,No,2,2,3,3,Travel_Rarely,Divorced,Female,4,6,29,2,3
49,Research & Development,Manager,No,0,15379,Very High (10K+),8,6-10 yrs,No,3,3,3,1,Travel_Rarely,Single,Male,4,4,23,7,0
41,Sales,Sales Executive,No,0,7082,High (6-10K),2,0-2 yrs,Yes,3,4,3,4,Travel_Rarely,Single,Male,3,3,21,0,0
20,Sales,Sales Representative,No,0,2728,Low (<3K),2,0-2 yrs,No,1,4,3,1,Travel_Rarely,Single,Male,1,1,2,2,0
33,Sales,Sales Executive,No,0,5368,Mid (3-6K),6,6-10 yrs,Yes,4,3,3,3,Non-Travel,Divorced,Female,2,1,7,5,1
36,Research & Development,Healthcare Representative,No,0,5347,Mid (3-6K),3,3-5 yrs,No,3,1,2,2,Travel_Rarely,Married,Male,2,6,10,2,2
44,Human Resources,Human Resources,No,0,3195,Mid (3-6K),2,0-2 yrs,Yes,4,3,3,1,Travel_Rarely,Divorced,Female,1,4,8,2,3
23,Research & Development,Laboratory Technician,Yes,1,3989,Mid (3-6K),5,3-5 yrs,Yes,3,4,3,1,Travel_Rarely,Single,Male,1,1,5,4,0
38,Research & Development,Laboratory Technician,No,0,3306,Mid (3-6K),0,0-2 yrs,No,3,4,2,4,Travel_Rarely,Married,Female,1,7,7,0,1
53,Research & Development,Healthcare Representative,No,0,7005,High (6-10K),4,3-5 yrs,No,4,2,3,3,Travel_Rarely,Married,Male,3,3,11,3,0
48,Sales,Sales Representative,Yes,1,2655,Low (<3K),9,6-10 yrs,Yes,3,4,3,3,Travel_Frequently,Married,Female,1,2,19,7,2
32,Research & Development,Laboratory Technician,Yes,1,1393,Low (<3K),1,0-2 yrs,No,2,4,3,1,Travel_Rarely,Single,Male,1,1,1,0,0
26,Research & Development,Laboratory Technician,No,0,2570,Low (<3K),7,6-10 yrs,No,4,4,3,3,Non-Travel,Single,Male,1,1,7,7,0
55,Research & Development,Research Scientist,No,0,3537,Mid (3-6K),4,3-5 yrs,No,2,1,3,4,Travel_Rarely,Divorced,Male,1,5,8,2,1
34,Research & Development,Laboratory Technician,No,0,3986,Mid (3-6K),15,10+ yrs,No,4,2,4,3,Travel_Rarely,Married,Male,2,1,15,10,1
60,Research & Development,Healthcare Representative,No,0,10883,Very High (10K+),1,0-2 yrs,No,4,3,4,3,Travel_Rarely,Divorced,Male,3,3,19,0,1
33,Research & Development,Laboratory Technician,No,0,2028,Low (<3K),14,10+ yrs,No,2,2,3,4,Travel_Rarely,Married,Male,1,1,14,11,3
37,Sales,Sales Executive,No,0,9525,High (6-10K),6,6-10 yrs,No,4,3,2,3,Travel_Frequently,Divorced,Male,2,1,6,3,2
34,Research & Development,Research Scientist,No,0,2929,Low (<3K),10,6-10 yrs,No,4,2,3,2,Travel_Rarely,Married,Female,1,1,10,9,0
23,Sales,Sales Representative,Yes,1,2275,Low (<3K),3,3-5 yrs,Yes,4,3,3,2,Travel_Rarely,Divorced,Male,1,1,3,2,1
44,Research & Development,Healthcare Representative,No,0,7879,High (6-10K),8,6-10 yrs,Yes,4,3,3,2,Travel_Rarely,Married,Female,3,1,9,7,1
35,Research & Development,Research Scientist,No,0,4930,Mid (3-6K),5,3-5 yrs,Yes,4,1,4,3,Travel_Frequently,Single,Male,1,0,6,4,0
43,Sales,Sales Executive,No,0,7847,High (6-10K),10,6-10 yrs,Yes,4,4,3,1,Travel_Rarely,Married,Male,2,1,10,9,1
24,Research & Development,Research Scientist,No,0,4401,Mid (3-6K),5,3-5 yrs,No,3,3,3,4,Travel_Rarely,Married,Male,1,1,5,3,1
41,Sales,Sales Executive,No,0,9241,High (6-10K),10,6-10 yrs,No,3,4,3,2,Travel_Rarely,Single,Male,3,1,10,8,0
29,Research & Development,Laboratory Technician,No,0,2974,Low (<3K),5,3-5 yrs,No,3,4,3,3,Travel_Rarely,Married,Female,1,9,9,3,1
36,Sales,Sales Representative,No,0,4502,Mid (3-6K),13,10+ yrs,No,4,3,2,3,Travel_Rarely,Single,Female,2,3,17,7,0
45,Research & Development,Healthcare Representative,No,0,10748,Very High (10K+),23,10+ yrs,No,3,3,2,4,Non-Travel,Married,Male,3,3,25,15,1
24,Human Resources,Human Resources,Yes,1,1555,Low (<3K),1,0-2 yrs,No,3,4,3,3,Travel_Rarely,Married,Male,1,1,1,0,1
47,Sales,Sales Executive,Yes,1,12936,Very High (10K+),23,10+ yrs,No,3,3,1,3,Travel_Frequently,Married,Male,4,7,25,5,0
26,Research & Development,Laboratory Technician,No,0,2305,Low (<3K),3,3-5 yrs,No,3,4,4,3,Travel_Rarely,Married,Male,1,1,3,2,3
45,Research & Development,Research Director,No,0,16704,Very High (10K+),21,10+ yrs,No,2,4,3,3,Travel_Rarely,Single,Female,4,1,21,6,0
32,Research & Development,Research Scientist,No,0,3433,Mid (3-6K),5,3-5 yrs,No,3,1,2,1,Travel_Frequently,Married,Male,1,6,10,2,1
31,Research & Development,Laboratory Technician,No,0,3477,Mid (3-6K),5,3-5 yrs,No,3,2,4,4,Travel_Rarely,Married,Male,1,1,6,2,1
41,Human Resources,Human Resources,No,0,6430,High (6-10K),3,3-5 yrs,No,2,3,3,2,Non-Travel,Married,Male,2,6,10,2,1
40,Research & Development,Manufacturing Director,No,0,6516,High (6-10K),1,0-2 yrs,Yes,1,2,3,2,Travel_Rarely,Married,Female,2,2,18,0,1
24,Research & Development,Laboratory Technician,No,0,3907,Mid (3-6K),6,6-10 yrs,No,1,2,4,2,Travel_Rarely,Divorced,Male,1,1,6,2,3
46,Research & Development,Healthcare Representative,No,0,5562,Mid (3-6K),10,6-10 yrs,No,2,3,3,4,Travel_Rarely,Single,Male,2,6,19,7,0
35,Research & Development,Manufacturing Director,No,0,6883,High (6-10K),7,6-10 yrs,No,3,4,3,2,Travel_Rarely,Married,Male,2,2,17,7,1
30,Research & Development,Research Scientist,No,0,2862,Low (<3K),10,6-10 yrs,No,4,2,2,2,Travel_Rarely,Married,Male,1,1,10,0,1
47,Sales,Sales Executive,No,0,4978,Mid (3-6K),1,0-2 yrs,No,2,3,1,4,Non-Travel,Married,Male,2,7,4,0,1
46,Sales,Sales Executive,No,0,10368,Very High (10K+),10,6-10 yrs,Yes,4,3,2,2,Travel_Rarely,Divorced,Male,3,4,13,6,1
36,Sales,Sales Executive,Yes,1,6134,High (6-10K),2,0-2 yrs,Yes,1,2,3,2,Travel_Rarely,Divorced,Male,2,5,16,2,3
32,Sales,Sales Executive,Yes,1,6735,High (6-10K),0,0-2 yrs,No,2,1,3,2,Travel_Rarely,Single,Male,2,6,10,0,0
23,Research & Development,Laboratory Technician,No,0,3295,Mid (3-6K),3,3-5 yrs,No,2,3,1,3,Travel_Rarely,Single,Female,1,1,3,2,0
31,Research & Development,Manufacturing Director,No,0,5238,Mid (3-6K),5,3-5 yrs,No,4,4,2,4,Travel_Frequently,Single,Female,2,2,9,4,0
39,Research & Development,Laboratory Technician,No,0,6472,High (6-10K),9,6-10 yrs,Yes,4,4,3,4,Non-Travel,Married,Male,2,1,9,8,1
32,Sales,Sales Executive,No,0,9610,High (6-10K),4,3-5 yrs,No,3,4,1,3,Travel_Rarely,Married,Male,3,3,10,3,1
40,Sales,Manager,No,0,19833,Very High (10K+),21,10+ yrs,No,2,2,2,2,Travel_Rarely,Single,Male,5,1,21,8,0
45,Human Resources,Human Resources,No,0,9756,High (6-10K),5,3-5 yrs,No,3,3,4,3,Travel_Rarely,Married,Female,3,4,9,0,2
30,Research & Development,Research Scientist,No,0,4968,Mid (3-6K),9,6-10 yrs,No,1,4,3,4,Travel_Frequently,Single,Female,1,0,10,7,0
24,Human Resources,Human Resources,No,0,2145,Low (<3K),2,0-2 yrs,No,4,1,3,4,Travel_Frequently,Married,Male,1,0,3,2,1
30,Human Resources,Human Resources,Yes,1,2180,Low (<3K),4,3-5 yrs,No,4,3,2,3,Travel_Frequently,Divorced,Female,1,6,6,2,1
31,Sales,Sales Executive,No,0,8346,High (6-10K),5,3-5 yrs,No,3,1,3,3,Travel_Rarely,Married,Male,2,1,6,2,1
27,Research & Development,Research Scientist,No,0,3445,Mid (3-6K),6,6-10 yrs,No,4,3,2,3,Travel_Rarely,Single,Female,1,1,6,2,0
29,Sales,Sales Representative,Yes,1,2760,Low (<3K),2,0-2 yrs,No,2,2,3,3,Travel_Rarely,Single,Female,1,1,2,2,0
29,Research & Development,Healthcare Representative,No,0,6294,High (6-10K),3,3-5 yrs,Yes,3,4,4,4,Travel_Frequently,Single,Male,2,8,10,2,0
30,Sales,Sales Executive,No,0,7140,High (6-10K),7,6-10 yrs,No,1,3,3,1,Travel_Rarely,Divorced,Male,3,2,12,7,1
34,Research & Development,Research Scientist,No,0,2932,Low (<3K),5,3-5 yrs,Yes,4,4,3,1,Travel_Rarely,Married,Male,1,0,6,0,3
33,Sales,Sales Executive,No,0,5147,Mid (3-6K),11,10+ yrs,No,2,4,2,4,Non-Travel,Single,Female,2,8,13,7,0
49,Sales,Sales Executive,No,0,4507,Mid (3-6K),5,3-5 yrs,No,4,4,4,3,Travel_Rarely,Single,Female,2,3,8,1,0
33,Sales,Sales Executive,Yes,1,8564,High (6-10K),0,0-2 yrs,Yes,1,1,2,3,Travel_Rarely,Single,Female,3,2,11,0,0
38,Research & Development,Laboratory Technician,No,0,2468,Low (<3K),6,6-10 yrs,No,2,3,2,2,Travel_Frequently,Married,Female,1,4,9,1,1
31,Sales,Sales Executive,Yes,1,8161,High (6-10K),1,0-2 yrs,No,3,1,3,1,Travel_Rarely,Married,Male,3,2,10,0,3
29,Research & Development,Research Scientist,No,0,2109,Low (<3K),1,0-2 yrs,No,1,4,3,3,Travel_Rarely,Divorced,Female,1,1,1,0,1
30,Research & Development,Healthcare Representative,No,0,5294,Mid (3-6K),7,6-10 yrs,No,3,3,3,3,Travel_Rarely,Married,Male,2,3,10,0,1
32,Research & Development,Research Scientist,No,0,2718,Low (<3K),7,6-10 yrs,No,2,2,3,2,Non-Travel,Single,Male,1,2,12,7,0
38,Research & Development,Healthcare Representative,No,0,5811,Mid (3-6K),1,0-2 yrs,Yes,4,2,3,3,Travel_Rarely,Married,Male,2,3,15,0,1
43,Research & Development,Research Scientist,Yes,1,2437,Low (<3K),1,0-2 yrs,Yes,3,3,3,4,Travel_Frequently,Married,Male,1,9,6,0,1
42,Research & Development,Laboratory Technician,No,0,2766,Low (<3K),5,3-5 yrs,No,2,2,2,2,Travel_Rarely,Divorced,Male,1,8,7,3,3
55,Research & Development,Research Director,No,0,19038,Very High (10K+),1,0-2 yrs,No,1,3,3,2,Travel_Rarely,Married,Male,5,8,34,0,3
33,Research & Development,Research Scientist,No,0,3055,Mid (3-6K),9,6-10 yrs,No,2,4,2,4,Non-Travel,Divorced,Male,2,5,11,8,2
41,Research & Development,Laboratory Technician,No,0,2289,Low (<3K),5,3-5 yrs,No,1,3,3,2,Travel_Rarely,Divorced,Male,1,1,5,3,2
34,Sales,Sales Executive,No,0,4001,Mid (3-6K),15,10+ yrs,Yes,3,4,3,3,Non-Travel,Divorced,Male,2,1,15,14,1
53,Research & Development,Manufacturing Director,No,0,12965,Very High (10K+),3,3-5 yrs,Yes,3,1,2,4,Non-Travel,Married,Female,4,4,27,2,3
43,Human Resources,Human Resources,No,0,3539,Mid (3-6K),9,6-10 yrs,No,4,2,3,2,Travel_Rarely,Single,Male,1,0,10,7,0
34,Sales,Sales Executive,No,0,6029,High (6-10K),2,0-2 yrs,No,4,4,3,1,Travel_Rarely,Single,Female,2,5,6,2,0
21,Sales,Sales Representative,Yes,1,2679,Low (<3K),1,0-2 yrs,No,2,2,3,2,Travel_Rarely,Single,Male,1,1,1,0,0
38,Research & Development,Laboratory Technician,No,0,3702,Mid (3-6K),5,3-5 yrs,No,3,4,3,2,Travel_Rarely,Married,Female,1,1,5,4,1
22,Research & Development,Laboratory Technician,Yes,1,2398,Low (<3K),1,0-2 yrs,Yes,1,3,3,3,Travel_Rarely,Married,Female,1,1,1,0,0
31,Sales,Sales Executive,No,0,5468,Mid (3-6K),12,10+ yrs,No,4,1,3,1,Travel_Rarely,Married,Female,2,1,13,7,2
51,Research & Development,Manager,No,0,13116,Very High (10K+),2,0-2 yrs,No,3,1,3,4,Travel_Rarely,Married,Female,3,2,15,2,0
37,Sales,Sales Executive,No,0,4189,Mid (3-6K),5,3-5 yrs,No,2,2,3,1,Travel_Rarely,Married,Male,2,1,5,2,2
46,Research & Development,Research Director,No,0,19328,Very High (10K+),2,0-2 yrs,Yes,4,3,3,3,Travel_Rarely,Divorced,Male,5,7,24,1,1
36,Research & Development,Healthcare Representative,No,0,8321,High (6-10K),12,10+ yrs,Yes,1,4,3,4,Travel_Rarely,Married,Male,3,7,15,8,1
44,Research & Development,Research Scientist,Yes,1,2342,Low (<3K),5,3-5 yrs,Yes,2,3,2,3,Travel_Frequently,Divorced,Male,1,1,6,3,3
37,Human Resources,Human Resources,No,0,4071,Mid (3-6K),10,6-10 yrs,No,2,3,2,3,Travel_Rarely,Divorced,Male,2,2,19,0,0
35,Sales,Sales Executive,Yes,1,5813,Mid (3-6K),10,6-10 yrs,Yes,4,3,3,4,Travel_Rarely,Single,Male,2,1,10,7,0
33,Research & Development,Research Scientist,No,0,3143,Mid (3-6K),10,6-10 yrs,No,1,4,3,2,Travel_Rarely,Married,Male,1,6,14,8,1
28,Research & Development,Research Scientist,No,0,2044,Low (<3K),5,3-5 yrs,No,4,3,4,3,Travel_Rarely,Married,Male,1,1,5,3,1
